Braquage,Les Enfants de Pandore,"Un groupe d'ami.e.s, ce qui les rassemble, ce qui les écarte, leurs chemins de vie",https://www.facebook.com/events/1829733197096694/,6€,x,mar. 1 mai 2018,Quelques heures,59,,"87 bis Rue Saint-André, 59800 Lille, France"
Mission Encelade,Neverland,"Le thème de ce gn est l'anticipation de la conquête planétaire, après une 3ème guerre mondiale qui a chamboulé l'organisation civile, sociale et humaine. ",https://gun-and-dream.wixsite.com/missionencelade,85€,x,sam. 18 août 2018,1 journée,38,,"MFR de Saint-Barthélémy, 70 route de Marcollin 38270 Saint-Barthelemy, France"
Suffragette!,Independant,"International Larp (in English): Join us for a historical larp about divisions and sisterhood within the feminist movement of 1912. Expect arguments, angst, laughter, love and an elegant fistful of feminist power. ",https://suffragettelarp.wordpress.com,44€,x,sam. 18 août 2018,1 journée,Sweden,,"Grünewaldvillan, Ringvägen 71, 133 35, Saltsjöbaden, Stockholm, Sweden"
A nice evening with the family - Session 2,Independant,International Larp (in English): A Larp about the Contemporary Nordic Family,http://aniceevening.se/plays/,250€,x,dim. 19 août 2018,2 ou 3 jours,Sweden,,"Follökna Mansion, Flen, Sweden"
La bataille de Culfaquin,Esprit Grandeur Nature,"GN Medieval Fantastique dans l'univers d'Hélios, un monde emplis de magie et de mystére. Découvrez les secrets des Hélénides et de leur création, rencontrer les Gardiens des Elements, et le mal absolu...",https://www.facebook.com/events/210999309420828/,30€,25€,mar. 21 août 2018,Plus de 3 jours,67,,"Le Heissenstein, 67680 Nothalten, France"
A nice evening with the family - Session 3,Independant,International Larp (in English): A Larp about the Contemporary Nordic Family,http://aniceevening.se/plays/,250€,x,mer. 22 août 2018,2 ou 3 jours,Sweden,,"Follökna Mansion, Flen, Sweden"
Invasion in ze berry,Berry Champ de Bataille (BCB),"Wargame GN de masse. Pour plusieurs 100aines de personnes, réparties au sein de 2, 3 ou 4 armées qui vont s’affronter pendant 2 jours sur plus de 1000 hectares d’un terrain varié.",https://www.facebook.com/events/1891962577783878/,40€,x,jeu. 23 août 2018,Plus de 3 jours,18,,"Route de Menetou-Salon, 18110 Pigny, France"
"Orléans, 1562",Estocade GN,"GN renaissance qui sent bon duels, rapière et main-gauche. En pleine guerres de Religion (deuxième moitié du XVIe siècle).",https://estocadegn.wixsite.com/esctocade-gn,85€,45€,ven. 24 août 2018,2 ou 3 jours,02,,Fort dans l'Aisne
Les Griffons 2018 : Une nouvelle ère,Le Repaire des Griffons,Jeux de rôle grandeur médieval fantastique,https://www.facebook.com/groups/201519106554634/permalink/1704198039620059/,55€,20€,ven. 24 août 2018,2 ou 3 jours,52,,"Fort du Cognelot (Fort Vercingetorix), 52600 Chalindrey, France"
A nice evening with the family - Session 4,Independant,International Larp (in English): A Larp about the Contemporary Nordic Family,http://aniceevening.se/plays/,250€,x,ven. 24 août 2018,2 ou 3 jours,Sweden,,"Follökna Mansion, Flen, Sweden"
Nù Orb,Le Grand Duc,"Anticipation, conscience, communauté",http://www.grand-duc.fr/nuorb/index.html,120€,0€,ven. 24 août 2018,2 ou 3 jours,16,,"MFR Sud Charente, Ancienne Abbaye, 16190 Aignes-et-Puypéroux, France"
GN Le Repaire des Griffons,Le Repaire des Griffons,GN médiéval fantastique,https://lerepairedesgriffons.wixsite.com/mongn/,55€,20€,ven. 24 août 2018,2 ou 3 jours,52,,"Fort du Cognelot (Fort Vercingetorix), 52600 Chalindrey, France"
Les oubliés des fjords - Session découverte,Gnome Prod & Camp du Dragon,Jeu viking pour les passionné.e.s,https://www.facebook.com/events/174868069943378/,65€,25€,sam. 25 août 2018,2 ou 3 jours,56,,"Escapegame lizio Bretagne, Lieu-dit Le Val Jouin, 56460 Lizio, France"
Marked: a school for heroes,Marked Larp,"International Larp (in English): Mistry Academy might look like an upper class English school in a beautiful country manor, but it has a secret - its staff and students are all Marked, people with super powers",http://markedlarp.com,341€,x,jeu. 30 août 2018,Plus de 3 jours,United Kingdom,,"Ingestre Hall, Staffordshire, England"
Désossons pour mieux Régner,La Compagnie du Yucca,"GN médiéval funtastique mettant l'accès sur l'intrigue, l'action et le rôle play, mais aussi et surtout sur la convivialité et l'écologie. Tous les repas seront fait en circuit court.",https://www.facebook.com/events/166869090812412/,51€,x,ven. 31 août 2018,2 ou 3 jours,40,,Sort en Chalosse
The Forbidden History,Dziobak Studios & Atropos,"International Larp (in English): inspired by the novels The Secret history, an elite school with many mysteries and secret societies...",http://theforbiddenhistory.info,475€,x,jeu. 6 sept. 2018,Plus de 3 jours,Poland,,"Czocha Castle, Sucha, 59-820 Leśna, Poland"
Les Noces de Dupes,Le Lys Noir,"GN Game of Throne, légère uchronie se déroulant après la guerre connue sous le nom de « Danse des dragons »",https://www.facebook.com/events/547297965670726/,50€,?,ven. 7 sept. 2018,2 ou 3 jours,80,,Près d'Amiens
A few years later,Brudpris,International Larp (in English): Honour. Love. Patriarchy. (a larp in the Brudpris world),http://brudpris.eu/practical-and-signup/sign-up-procedure/,200€,x,mer. 12 sept. 2018,Plus de 3 jours,Denmark,,"Rye Kol, Ry, Denmark"
Sanctum - post-apoc larp,Terre Spezzate,"International Larp (in English): Survival Supremacy Solidarity - A fiery mix of Larp, Post-Apoc culture, Music and Fun",https://www.facebook.com/events/315884632262140/,50€,x,jeu. 13 sept. 2018,Plus de 3 jours,Italy,,"Ex-Xerox buildings, Milano"
Flykten Till Kolsjön,Beratta,"International Larp (in Swedish & English): about refugees, survival and fleeing ",https://beratta.org/flykten/en/,77€,x,ven. 14 sept. 2018,2 ou 3 jours,Sweden,,"Dalkarlsbo, in Hedesunda, about 35 kilometers west of Tierp, Sweden"
WILD DUST - épisode 5: Get Free or Die Trying,Wild Dust,"L'Ouest américain en 1867 est tous sauf un havre de paix. Rué vers l'or, dollars, crimes, sauvages et maladies...",https://www.facebook.com/143308933001327,100€,70€,ven. 14 sept. 2018,2 ou 3 jours,Belgium,,"Vielsalm, Belgium, Vielsalm Belgium"
L'Exode,Les Forges De Sudamakir ,GN clanique,https://www.facebook.com/larpgn/posts/1821050274624987,60€,25€,ven. 14 sept. 2018,2 ou 3 jours,59,,"59610 Fourmies, France"
Returning Home session 3,Mondes Parallèles,"Etats-Unis 1945, retour des soldats",https://docs.google.com/forms/d/e/1FAIpQLSfZPRCNNc03duLXN6b5vh5m_qbfvfJXHMMTzThKEYotfJpROw/viewform,65€,25€,sam. 15 sept. 2018,2 ou 3 jours,53,,"Château du Bourg, 8 Rue du Maine, 53500 Saint-Denis-de-Gastines, France"
Comptes de fées 3 - Il eut été une fois,RAJR,Conte de fées post apo,https://www.facebook.com/groups/160522214711618/,50€,15€,sam. 15 sept. 2018,1 journée,42,,Bissieux
College of Wizardry - Avalon,Avalon Larp Studio & Dziobak Larp Studios,International Larp (in English): a magic school larp about the old way of magic and survival in a harsh environment,http://avalonlarp.studio/cowavalon/,225€,x,jeu. 20 sept. 2018,Plus de 3 jours,Poland,,"Kopaniec, Dolnośląskie, Poland"
Inter-Drakerys Irosia : Succession Impériale,Drakerys GN,Inter-Drakerys Irosia Dark Fantasy,https://www.facebook.com/events/532822470420449/,80€,40€,ven. 21 sept. 2018,2 ou 3 jours,43,,"Château de Marcou, Marcoux, 43290 Montregard, France"
Flykten Till Kolsjön,Beratta,"International Larp (in Swedish & English): about refugees, survival and fleeing ",https://beratta.org/flykten/en/,77€,x,ven. 21 sept. 2018,2 ou 3 jours,Sweden,,"Dalkarlsbo, in Hedesunda, about 35 kilometers west of Tierp, Sweden"
Pirate : le Chant du Cygne,Les Portes du Nord,Pirate/Semi-historique/Fantastique/Old Shool assumé,https://www.facebook.com/events/419404795163704,75€,30€,ven. 21 sept. 2018,2 ou 3 jours,51,,"Fort de Montbré, 51500 Taissy, France"
GNiales Toulouse,GNiales,Convention,https://www.facebook.com/gnialestoulouse/posts/614714195538056,?,?,sam. 22 sept. 2018,2 ou 3 jours,31,,"Centre de loisirs et d'accueil du Petit Capitole MJC, 153 Avenue de Lardenne, 31100 Toulouse, France"
Jaörken III : Le Berceau d'Or,Les Chroniques de Jaörken,"Troisième opus de Jaörken, dans le Calvados (France)",https://www.facebook.com/events/1695145383868638/,50€,25€,sam. 22 sept. 2018,2 ou 3 jours,14,,"Abbaye Cistercienne, Lieu-dit Villers-Canivet, 14420 Villers-Canivet, France"
Le Déserteur,RAJR,"Humour Noir, Boris Vian, Expérimental, Jeu à scène et à rebours ",https://goo.gl/forms/ag85OpC6Xip7xayb2,35€,15€,sam. 22 sept. 2018,Quelques heures,43,,43130 Saint André de Chalencon
Skull&Crossbones,Sailing4Adventure,"International LARP (in English): a sailing nordic larp about being an infamous pirates sailing the seven seas, stealing treasures, shooting powder, drinking rum and enjoying the freedom of the oceans",https://www.facebook.com/events/333735557117592/,649€,0€,lun. 24 sept. 2018,Plus de 3 jours,Baltic Sea...,,"Nestle-Weg, 24376 Kappeln, Germany"
GN Vampire Dark Ages,Pour quelques GN de plus,GN Vampire Dark Ages,https://www.facebook.com/events/1011089542272133/,88€,35€,ven. 28 sept. 2018,2 ou 3 jours,01,,"Fort L'Ecluse, Parc naturel régional du Haut-Jura, Route de Genève - Longeray, 01200 Léaz, France"
ARN 1.0,NOR-Gehenne,"Jeu de rôle grandeur nature, dans un univers normand post apocalyptique.",https://www.facebook.com/events/268587670329618/,55€,35€,ven. 28 sept. 2018,2 ou 3 jours,61,,"Energie Paintball, lieu-dit Grande Vienne, 61210 Putanges, France"
De Cape et d'Ecailles,An Termaji,Dans l'univers des Lames du Cardinal de Pierre Pevel,https://www.facebook.com/events/276613579512124/,?,?,ven. 28 sept. 2018,2 ou 3 jours,29,,"Lieu-dit Keruscar, 29640 Lannéanou, France"
"GN USM 2 ""Les feux de Beltane"" - Session 1",Les Masques de Pandore,GN inspiré de l’univers d’Harry Potter ,https://www.facebook.com/events/151478488832636/,85€,x,ven. 28 sept. 2018,2 ou 3 jours,,,"Domaine des Hellandes, Les Hellandes, 76280 Angerville-l'Orcher, France"
Eormengrund : Impérium,Eomengrund,"Dans un XIXème siècle uchronique où les empires français & britanniques règnent sans partage sur un monde bipolarisé, un congrès et organisés en terrain neutre...",https://www.facebook.com/events/173683846507359/,60€,25€,ven. 28 sept. 2018,2 ou 3 jours,52,,"Fort du Cognelot (Fort Vercingetorix), 52600 Chalindrey, France"
GN Birmingham 1919,Independant,GN inspiré de la série Peaky Blinders,https://www.facebook.com/birmingham1919/posts/349963635511109,95€,x,ven. 28 sept. 2018,2 ou 3 jours,?,,"à 1h30 de Paris, en Picardie"
Les Sagas de Scandia,Ailes de Némésis,GN viking,http://lessagasdescandia.fr,60€,20€,ven. 28 sept. 2018,2 ou 3 jours,31,,"Salles Jérôme, Ferme Prat Mau, 31460 Caraman, France"
Marvel Sokovia 3 : Legacies,Nouvelle Contrée,"Incarnez un héros ""street level"" au cœur d'une Sokovie en crise, au bord de l'anarchie. ",http://marvsokovia.fr/,95€,55€,sam. 29 sept. 2018,2 ou 3 jours,63,,"Centre EEDF du Domaine de la Planche, 63250 Viscomtat, France"
Les Mystères du Mont Saint Michel - Le secret de l'Alchimiste,GNome Prod,mystères mont saint michel secret,https://www.facebook.com/events/1629561347132187/,13€,x,sam. 29 sept. 2018,Quelques heures,50,,"Mont Saint-Michel, 50116 Mont Saint-Michel, France"
"Fading Suns, ""Les cendres de la République""",Les Tiroirs d'April,L'univers de Fading Suns est un space opéra médiévalisant (proche de Dune) issu de la licence de jeux de rôle du même nom.,https://www.facebook.com/events/148580009329052/,40€,25€,dim. 30 sept. 2018,1 journée,78,,"78600 Maisons-Laffitte, France"
College of Wizardry 13: Halloween Midterms,Dziobak Larp Studios,International Larp (in English),https://www.facebook.com/1689771397712147,540€,x,jeu. 4 oct. 2018,Plus de 3 jours,Poland,,"Czocha Castle, Sucha, 59-820 Leśna, Poland"
College of Wizardry 13: Halloween Midterms,Dziobak Larp Studios,International Larp (in English):  four-day roleplaying experience at a 14th Century castle where you can embrace your dreams of being a student at a school of magic,https://www.facebook.com/1689771397712147,540€,0€,jeu. 4 oct. 2018,Plus de 3 jours,Poland,,"Czocha Castle, Sucha, 59-820 Leśna, Poland"
La Mémoire des Ombres,QBA,La Mémoire des Ombres est un jeu mêlant exploration et énigmes dans une ambiance d'horreur et de survie...,https://www.facebook.com/events/142791849749384,90€,20€,ven. 5 oct. 2018,2 ou 3 jours,60,,"Les Mines du Roi Nain, rue du cimetière, 60290 Laigneville, France"
"Abri 403, un GN post-nuklear",Fumble Corp,La radioactivité vous manque? La sûreté douteuse d’un abri contrôlé par une IA qui en veut à vos fesses vous fait rêver?,https://www.facebook.com/events/1937679329886923/,75€,35€,ven. 5 oct. 2018,2 ou 3 jours,67,,"Rue du Haut Fourneau, 67130 Grandfontaine, France"
"Abri 403, un GN post-nuklear",Fumble Corp,La radioactivité vous manque? La sûreté douteuse d’un abri contrôlé par une IA qui en veut à vos fesses vous fait rêver?,https://www.facebook.com/events/1937679329886923/,75€,35€,ven. 5 oct. 2018,2 ou 3 jours,67,,"Rue du Haut Fourneau, 67130 Grandfontaine, France"
Battle Yokai Games,EPIC GN,Battle Yokai Game est un inspiré à la fois d’univers tel Battle Royale et Hunger Games où des gens sont voués à s’entretuer et à survivre seul ou en équipe,https://www.facebook.com/events/252106928661885/,70€,60€,ven. 5 oct. 2018,2 ou 3 jours,53,,"Site de Bel Air (Village Vacances et Nature), Saint-Charles-la-Forêt 53170, France"
The Clock session 2,Les p'tits croustillants,"Tous les membres de la haute société de Londres sont conviés à notre 6ème concours scientifique ! (Murder-GN, ambiance 1900-Steampunk)",https://www.facebook.com/events/148024752480846/,45€,x,sam. 6 oct. 2018,1 journée,88,,? Xaronval 
No Middle Ground,Not Only Larp,"International Larp (in English): Inspired by tv series like ‘The West Wing’, ‘Designated Survivor’, ‘House of Cards’ or ‘Borgen’, 'No Middle Ground’ is a game about power. ",http://nomiddleground.notonlylarp.com,175€,x,sam. 6 oct. 2018,2 ou 3 jours,Spain,,"Hotel Elegance Getafe, Av. Ada Lovelace, 23, 28906 Getafe, Madrid, Madrid, Spain"
GN Bagneux 1946 - Jour de Fête,Rôle,"Les joueurs sont amenés à vivre un instantané de vie, d’hommes et de femmes, qui ont traversé les années d'occupation.",https://www.facebook.com/events/2113664575527991/,50€,x,sam. 6 oct. 2018,Quelques heures,?,,Région parisienne
Mémoires d'Oubliettes - Session 2,Rôle,jeu romanesque d’inspiration historique se déroulant peu avant la révolution française (1787) de type narrativiste (=le but du jeu est de passer un bon jeu tous ensemble),https://www.facebook.com/events/559910754366574/,130€,x,sam. 6 oct. 2018,2 ou 3 jours,42,,"Château d'Ailly, Allée d'Ailly, 42120 Parigny, France"
Derrière le portail 3.0,Team GN,GN pour enfant,https://www.facebook.com/events/172544290236272/,?,?,sam. 6 oct. 2018,Quelques heures,Belgium,,"Domaine provincial de Chevetogne, 5590 Ciney, Belgium"
Convention of Thorns Session 3,Dziobak Larp Studios,"International LARP (in English) : Vampire White Wolf, deceitful and decadent vampires at the end of the 15th century",https://www.cotlarp.com,440€,x,jeu. 11 oct. 2018,Plus de 3 jours,Poland,,"Zamek Książąt Mazowieckich, Zamkowa, 96-200 Rawa Mazowiecka, Poland"
Ultime Western 2018,Don Quichotte,L'édition 2018 de l'Ultime Western c'est l'occasion pour nous de feter les 10 ans de cette incroyable aventure dans un site unique: les studios de Fort Bravo en Espagne.,https://www.facebook.com/events/139389113286289/,?,?,lun. 15 oct. 2018,Plus de 3 jours,Spain,,"National Highway 340ª, kilometer 468 Unihay place of the S / N 04200 Tabernas "
Ultime Western 2018,Don Quichotte,L'édition 2018 de l'Ultime Western c'est l'occasion pour nous de feter les 10 ans de cette incroyable aventure dans un site unique: les studios de Fort Bravo en Espagne.,http://www.ultimewestern.com/,190€,x,lun. 15 oct. 2018,Plus de 3 jours,Spain,,"National Highway 340ª, kilometer 468 Unihay place of the S / N 04200 Tabernas "
Meatball Surgery World,Independant,International Larp (in English): inspired by a certain TV series about the Korean war,https://meatballsurgery.wordpress.com,100€,x,ven. 19 oct. 2018,2 ou 3 jours,Sweden,,?
GN Résistances,Le Consulat d’Elleslande,Soucoupe volante chez des franchouillards des années 90,https://www.facebook.com/events/1788207837890842/,67€,25€,ven. 19 oct. 2018,2 ou 3 jours,32,,"32200 Gimont, France"
Un procès tant attendu,Troll,GN dans l'univers Harry Potter : Bellatrix Lestranges a été capturée et vient à son procès,http://www.jotformeu.com/form/80853824557365,29€,?,sam. 20 oct. 2018,Quelques heures,80,,"Prieuré d'Authie, 10 rue de l'Abbaye, 80560 Authie, France"
Comptes de fées 3 : il eut été une fois,RAJR,"Contes de fées, post apo, dramatique",https://goo.gl/forms/0N3f8WnCGOzun1Yv1,50€,25€,sam. 20 oct. 2018,1 journée,42,,Rive-de-Gier
Inside Hamlet,Participation Design Agency,International Larp (in English): Your folly is the curse of Hamlet - a numbing fear of decisive action. It will kill you in the end. All of you.,https://www.insidehamlet.com,465€,x,ven. 26 oct. 2018,2 ou 3 jours,Denmark,,"Kronborg Castle (Elsinor), Kronborg 2C, 3000 Helsingør, Denmark"
GN PROJET Thêta V4,Rôle,Jeu uchronique qui se déroule en 1951. Univers et une ambiance « pulp » mais qui peuvent néanmoins aborder certaines phases très sombres de l’histoire mondiale.,https://docs.google.com/forms/d/e/1FAIpQLScNcPd-URd7Z6AmoenKiE08Q9CE7-JskHcoijqm4VedS3Y1Sw/viewform,80€,25€,ven. 26 oct. 2018,2 ou 3 jours,89,,"Maison Familiale de Villevallier, 25 Rue Verdeau, 89330 Villevallier, France"
Le Crépuscule des Envieux (Tranche de Toi long format),Une Tranche de toi,Le crépuscule des envieux est un GN sombre (les sujets abordés peuvent être durs) où le roleplay sera basé sur la transmission d’émotions.,https://www.facebook.com/GNLeCrepusculeDesEnvieux,120€,50€,ven. 26 oct. 2018,2 ou 3 jours,91,,"Château de Riveneuve du Bosc, 09100 Pamiers, France"
Fairweather Manor Session 5,Dziobak Larp Studios,"International LARP (in English) : step into the lives of servants, nobles, artists and local guests at a great house during the Edwardian period.",www.fmlarp.com,440€,x,jeu. 1 nov. 2018,2 ou 3 jours,Poland,,"Moszna Castle, Zamkowa 1, 47-370 Moszna, Poland"
Inside Hamlet,Participation Design Agency,International Larp (in English): Your folly is the curse of Hamlet - a numbing fear of decisive action. It will kill you in the end. All of you.,https://www.insidehamlet.com,465€,x,ven. 2 nov. 2018,2 ou 3 jours,Denmark,,"Kronborg Castle (Elsinor), Kronborg 2C, 3000 Helsingør, Denmark"
Demeter 5,Sailing4Adventure,International LARP (in English): a sailing nordic larp about Dracula's voyage to England,https://www.facebook.com/events/769160146606251/,499€,x,jeu. 8 nov. 2018,2 ou 3 jours,Baltic Sea...,,Baltic Sea...
Red Center,Not Only Larp,International Larp (in English): ‘Red Center’‘ is a larp for women made by women. It is about oppression. Inspired by ‘The Handmaid’s Tale (full),http://redcenter.notonlylarp.com,185€,x,ven. 9 nov. 2018,2 ou 3 jours,Spain,,In Ávila 2 hours from Madrid
L'armée des Ombres,Neverland,GN historique sur la Résistance française en 1943 (inscriptions ouvertes),https://www.facebook.com/groups/83512407859/permalink/10155976677512860/,70€,40€,sam. 10 nov. 2018,2 ou 3 jours,69,,"Gîte de Gros-Bois (Gîte d'Ouroux), 69860 Ouroux, France"
College of Wizardry 18,Dziobak Larp Studios,International Larp (in English):  four-day roleplaying experience at a 14th Century castle where you can embrace your dreams of being a student at a school of magic,https://www.cowlarp.com,620€,x,jeu. 15 nov. 2018,Plus de 3 jours,Poland,,"Czocha Castle, Sucha, 59-820 Leśna, Poland"
"MittelPunkt 2018 ""Stranger LARP""",MittelPunkt,International convention (in German and English),https://www.facebook.com/events/178034079628396/,90€,x,ven. 16 nov. 2018,2 ou 3 jours,Germany,,"Youth Hostel Castle Heldrungen, near Erfurt"
Red Center,Not Only Larp,International Larp (in English): ‘Red Center’‘ is a larp for women made by women. It is about oppression. Inspired by ‘The Handmaid’s Tale (full),http://redcenter.notonlylarp.com,185€,x,ven. 16 nov. 2018,2 ou 3 jours,Spain,,In Ávila 2 hours from Madrid
College of Wizardry 19,Dziobak Larp Studios,International Larp (in English):  four-day roleplaying experience at a 14th Century castle where you can embrace your dreams of being a student at a school of magic,https://www.cowlarp.com,620€,x,jeu. 22 nov. 2018,Plus de 3 jours,Poland,,"Czocha Castle, Sucha, 59-820 Leśna, Poland"
"GN : ""Le plus beau jour de sa vie"" - Session 2",Les Amis de Miss Rachel,GN mariage (inscriptions ouvertes),https://www.facebook.com/176040756516137,102€,x,sam. 1 déc. 2018,1 journée,?,,Mayenne
Italian Larp Festival,Chaos League,"International convention (in Italian and English): Larp festival, chamber larp",http://larpfestival.it/,55€,x,ven. 7 déc. 2018,2 ou 3 jours,Italy,,"Villa S. Maria, Str. Magnana, 1, 43045 Riccò (Parma)"
Egregors 3 - La Faim de l'Âme,Le Bureau des Songes,Rôles et scénario sur mesure dans un univers merveilleux contemporain où les joueurs incarnent des personnages de fiction de leurs univers favoris.,https://www.facebook.com/events/239043793335069/,130€,x,sam. 8 déc. 2018,2 ou 3 jours,50,,"3-5 rue Alphonse Lemerre Canisy, Basse-Normandie, France"
Les Rencontres de la FédéGN,FédéGN,AG de l'association et événements autour,http://www.fedegn.org,?,x,sam. 15 déc. 2018,2 ou 3 jours,26,,"26300 Châteauneuf sur Isère, France"
"GN : ""Le plus beau jour de sa vie"" - Session 3",Les Amis de Miss Rachel,GN mariage (inscriptions ouvertes),https://www.facebook.com/176040756516137,102€,x,sam. 19 janv. 2019,1 journée,?,,Mayenne
Voyage imprévu,Brumes d'Erebos,GN Firefly,https://www.facebook.com/events/688229804704888/,105€,x,ven. 25 janv. 2019,2 ou 3 jours,44,,44190 Gorges
LarpCon 2019,LarpCon UK,International convention (in English): larpcon will returning next year,https://www.facebook.com/412093559250855,?,x,ven. 1 mars 2019,2 ou 3 jours,United Kingdom,,"Hermitage Leisure Centre - Whitwick, Silver street, Whitwick Coalville LE67 5EU United Kingdom"
Berechtigter Zweifel,El Equipo Ente,International Larp (in English): based on a fictional WW2 prisoner camp called Stalag Luft XVIII ,http://berechtigter.equipoente.es,195€,x,ven. 5 avr. 2019,Plus de 3 jours,Spain,,"a camp near Madrid, Albergue Sierra Norte Mangirón"
GN'Idée,Orc'Idées,Convention,http://www.orcidee.ch,?,?,sam. 27 avr. 2019,2 ou 3 jours,Switzerland,,?
GN - A l'Est rien de nouveau (OPUS 3),Independant,grandeur nature ambiance médiéval fantastique,https://www.facebook.com/167615563887746,?,?,ven. 3 mai 2019,2 ou 3 jours,53,,"Domaine du Denais, Lieu-dit Denais, 53290 Saint-Denis-d'Anjou, France"
GN La Dernière Relique,Les Crocs de la Tanière,GN inspiré de l'univers Harry Potter,https://www.facebook.com/events/1642307182552466/,?,?,ven. 17 mai 2019,1 journée,51,,"Fort de Montbré, 51500 Taissy, France"
"GN Disque Monde ""Les Fondassyons d'une Cytée""",Les Crocs de la Tanière,"La ville d’Ankh-Morpork, la plus importante de tout le Disque-Monde, est à un tournant de son histoire. ",https://www.facebook.com/events/1205546239580461/,75€,55€,ven. 7 juin 2019,2 ou 3 jours,51,,"Fort de Montbré, 51500 Taissy, France"
Le Lierre et la Vigne,Acta Es Fabula,GN queer sur la création artistique et les relations polyamoureuses,https://docs.google.com/forms/d/e/1FAIpQLSfpIRh2o2l9N72I12l20VxbLYnnPsJFwnAZME7hYiXo_fLj3w/viewform,55€,x,sam. 19 oct. 2019,2 ou 3 jours,53,,53640 Champéon (Mayenne)
Le Lierre et la Vigne,Acta Es Fabula,GN queer sur la création artistique et les relations polyamoureuses,https://docs.google.com/forms/d/e/1FAIpQLSfpIRh2o2l9N72I12l20VxbLYnnPsJFwnAZME7hYiXo_fLj3w/viewform,55€,x,sam. 26 oct. 2019,2 ou 3 jours,53,,53640 Champéon (Mayenne)
Fairweather Manor 6,Dziobak Larp Studios,International Larp (in English): fairweather manor larp stately english,https://www.facebook.com/163650214416652,299€,x,ven. 22 nov. 2019,2 ou 3 jours,Poland,,"Zamek Moszna, Poland"
